NUL	INT	INT	NUL	INT	INT	INT	INT	INT	STRARR	INT	INT	INT	INTARR	INTARR	INT	INT	INT	NUL	INT	INTARR2	INTARR2	INTARR2	INTARR2	INT	INT	INT	INTARR2	INT	STR	STR	BOOL	INT	INT	STR	INTARR2	INTARR2	MAP	MAP	MAP	MAP
3	5	2	Level3_5(精英)	27	1		1			19	801	300	2	10	1				1	[[15-2-1-1-40],[7-1-4-2-5],[15-1-1-1-4000]]	[15-1-1-1-2000-10000]	[9-16-1-1-1-2400-0-0],[7-1-4-2-2-3300-0-0],[7-2-1-1-1-720-0-0],[7-2-2-1-1-720-0-0],[7-2-3-1-1-720-0-0],[7-2-5-1-1-720-0-0],[7-2-6-1-1-720-0-0]	[9-16-1-1],[7-1-4-2],[7-2-1-1],[7-2-2-1],[7-2-3-1],[7-2-5-1],[7-2-6-1]	2017	12	600	[1002,12],[961,3],[962,2],[1003,7],[1006,4],[954,2],[184,2],[958,15],[950,1],[949,1],[951,1],[984,1]	5900				5	0							
3	6	2	Level3_6(精英)	28	3		1			20	801	300	2	10	1				1	[[9-12-1-1-1],[7-1-4-2-5],[15-1-1-1-4000]]	[15-1-1-1-2000-10000]	[9-16-1-1-1-2400-0-0],[7-1-4-2-2-3300-0-0],[7-2-1-1-1-720-0-0],[7-2-2-1-1-720-0-0],[7-2-3-1-1-720-0-0],[7-2-5-1-1-720-0-0],[7-2-6-1-1-720-0-0]	[9-16-1-1],[7-1-4-2],[7-2-1-1],[7-2-2-1],[7-2-3-1],[7-2-5-1],[7-2-6-1]	2018	12	600	[954,2],[962,2],[949,2],[950,2],[951,2],[414,1],[415,3]	6000	Npc/icon_boss_003.png	Npc/image_boss_05.png		5	0		[2]	[0]				
3	1	3	Level3_1(挑战)	23	1		1			11	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[967,2],[958,18],[1003,5],[950,1],[962,7],[954,7],[1002,10],[949,1]	18000				5	0				[MonsterBuff:{15011L3}]	[TeamBuff:{15014L2}]	[MonsterBuff:{15013L3}]	
3	2	3	Level3_2(挑战)	24	1		1			12	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[958,22],[1003,3],[953,3],[962,3],[954,7],[1006,1],[1002,5],[950,3],[50,3],[951,1]	18000				5	0				[MonsterBuff:{15011L3}]	[TeamBuff:{15014L2}]	[MonsterBuff:{15013L3}]	[MonsterBuff:{29001,15011L6M949,15011L6M950,15011L6M951,15011L6M1003}]
3	3	3	Level3_3(挑战)	25	1		1			12	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[958,10],[962,5],[975,2],[1002,9],[1006,4],[954,5],[950,1],[961,4],[1003,2]	18000				5	0				[TeamBuff:{612L3}]	[TeamBuff:{15002L3}]	[MonsterBuff:{15011L3}]	
3	4	3	Level3_4(挑战)	26	1		1			13	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[958,25],[954,5],[1002,10],[961,2],[1003,3],[1006,3],[949,3],[962,3]	18000				5	0				[TeamBuff:{612L3}]	[TeamBuff:{15002L3}]	[MonsterBuff:{15011L3}]	[MonsterBuff:{29001,15011L6M949,15011L6M950,15011L6M951,15011L6M1003}]
3	5	3	Level3_5(挑战)	27	1		1			14	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[1002,12],[961,3],[962,2],[1003,7],[1006,4],[954,2],[184,2],[958,15],[950,1],[949,1],[951,1],[984,1]	18000				5	0				[TeamBuff:{613L2}]	[MonsterBuff:{15010}]	[MonsterBuff:{15013L3}]	
3	6	3	Level3_6(挑战)	28	3		1			15	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[954,2],[962,2],[949,2],[950,2],[951,2],[414,1],[415,3]	18000	Npc/icon_boss_003.png	Npc/image_boss_05.png		5	0		[2]	[0]	[TeamBuff:{15002L3}]	[LimitWeapon:{4}]	[MonsterBuff:{15006L3}]	[MonsterBuff:{29005L2}]
4	1	1	Level4_1(普通)	29	1	1	1	1	main3-4/masterstroke_4_101	16	801	300	1	5	1				1	[[15-2-1-1-20],[7-1-4-1-1],[7-3-1-2-1],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[7-1-3-1-1-1976-0-0],[7-1-1-1-1-1976-0-0],[7-1-2-1-1-1976-0-0],[7-1-5-1-1-1976-0-0],[7-1-6-1-1-1976-0-0]	[9-16-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1019	6	300	[1002,34],[953,15],[1009,0],[1003,17],[984,2],[1006,3]	4620				5	0		[1]	[2]				
4	2	1	Level4_2(普通)	30	1	1	1	2	main3-4/masterstroke_4_202	16	801	300	1	5	1				1	[[15-2-1-1-20],[7-1-4-1-1],[7-1-4-2-1],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[7-1-3-1-1-1976-0-0],[7-1-1-1-1-1976-0-0],[7-1-2-1-1-1976-0-0],[7-1-5-1-1-1976-0-0],[7-1-6-1-1-1976-0-0]	[9-16-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1020	6	300	[50,1],[1002,28],[1003,20],[1006,10],[987,1],[1009,2]	4620				5	0		[1]	[2]				
4	3	1	Level4_3(普通)	31	1	1	1	2	main3-4/masterstroke_4_302	16	801	300	1	5	1				1	[[7-7-1-4-1],[7-1-4-1-1],[7-3-1-2-1],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[7-1-3-1-1-1976-0-0],[7-1-1-1-1-1976-0-0],[7-1-2-1-1-1976-0-0],[7-1-5-1-1-1976-0-0],[7-1-6-1-1-1976-0-0]	[9-16-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1021	6	300	[1002,20],[1021,2],[953,13],[1003,13],[1009,1],[996,2],[1006,3]	4620				5	0		[1]	[2]				
4	4	1	Level4_4(普通)	32	1	1	1	2	main3-4/masterstroke_4_402	17	801	300	1	5	1				1	[[15-2-1-1-20],[7-1-4-1-1],[7-1-4-2-1],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[7-1-3-1-1-1976-0-0],[7-1-1-1-1-1976-0-0],[7-1-2-1-1-1976-0-0],[7-1-5-1-1-1976-0-0],[7-1-6-1-1-1976-0-0]	[9-16-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1022	6	300	[1003,14],[953,6],[1002,5],[1201,1],[1006,3],[987,1],[996,1],[984,1],[1011,2],[1021,3],[1151,1],[954,1],[1009,1],[1007,2]	4710				5	0		[1]	[2]				
4	5	1	Level4_5(普通)	33	1	1	1	3	main3-4/masterstroke_4_501;main3-4/masterstroke_4_502	17	801	300	1	5	1				1	[[15-2-1-1-20],[7-1-4-1-1],[7-3-1-2-1],[1-4-1-1-1-23],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[7-1-3-1-1-1976-0-0],[7-1-1-1-1-1976-0-0],[7-1-2-1-1-1976-0-0],[7-1-5-1-1-1976-0-0],[7-1-6-1-1-1976-0-0]	[9-16-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1023	6	300	[365,3],[1003,5],[1002,9],[1201,1],[1009,2],[961,2],[987,2],[1011,2],[953,2],[954,2],[1006,2],[1021,1]	4710				5	0		[1]	[2]				
4	6	1	Level4_6(普通)	34	1	1	1	3	main3-4/masterstroke_4_601;main3-4/masterstroke_4_602	18	801	300	1	5	1				1	[[9-12-1-1-1],[7-1-4-1-1],[7-1-4-2-1],[1-5-1-1-1-25],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[7-1-3-1-1-1976-0-0],[7-1-1-1-1-1976-0-0],[7-1-2-1-1-1976-0-0],[7-1-5-1-1-1976-0-0],[7-1-6-1-1-1976-0-0]	[9-16-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1024	6	300	[953,9],[1003,13],[1011,6],[1126,1],[1122,1],[962,2],[952,11],[967,2],[958,2]	4770				5	0		[0]	[1]				
4	7	1	Level4_7(普通)	35	1	2	1	3	main3-4/masterstroke_4_z02;main3-4/masterstroke_4_702	18	801	300	1	5	1				1	[[15-2-1-1-20],[7-1-4-1-1],[7-3-1-2-1],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[7-1-3-1-1-1976-0-0],[7-1-1-1-1-1976-0-0],[7-1-2-1-1-1976-0-0],[7-1-5-1-1-1976-0-0],[7-1-6-1-1-1976-0-0]	[9-16-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1025	6	300	[958,15],[1003,5],[1011,1],[952,21],[964,3],[953,11],[962,5],[1006,3]	4770				5	0		[0]	[1]				
4	8	1	Level4_8(普通)	36	1	2	1	2	main3-4/masterstroke_4_802	18	801	300	1	5	1				1	[[15-2-1-1-20],[7-1-4-1-1],[7-1-4-2-1],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[7-1-3-1-1-1976-0-0],[7-1-1-1-1-1976-0-0],[7-1-2-1-1-1976-0-0],[7-1-5-1-1-1976-0-0],[7-1-6-1-1-1976-0-0]	[9-16-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1026	6	300	[953,5],[958,15],[1003,9],[964,1],[952,17],[967,1],[962,5],[1121,4],[1007,1]	4770				5	0		[0]	[1]				
4	9	1	Level4_9(普通)	37	1	2	1	2	main3-4/masterstroke_4_902	18	801	300	1	5	1				1	[[7-7-1-4-1],[7-1-4-1-1],[7-3-1-2-1],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[7-1-3-1-1-1976-0-0],[7-1-1-1-1-1976-0-0],[7-1-2-1-1-1976-0-0],[7-1-5-1-1-1976-0-0],[7-1-6-1-1-1976-0-0]	[9-16-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1027	6	300	[1003,5],[1151,23],[961,4],[970,3],[951,1],[953,10],[1011,1],[954,5],[950,1]	4770				5	0		[2]	[0]				
4	10	1	Level4_10(普通)	38	1	2	1	2	main3-4/masterstroke_4_1002	19	801	300	1	5	1				1	[[15-2-1-1-20],[7-1-4-1-1],[7-1-4-2-1],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[7-1-3-1-1-1976-0-0],[7-1-1-1-1-1976-0-0],[7-1-2-1-1-1976-0-0],[7-1-5-1-1-1976-0-0],[7-1-6-1-1-1976-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1028	6	300	[1151,25],[953,9],[978,1],[962,2],[1002,4],[952,2],[961,4],[981,1],[1003,5],[954,9]	4860				5	0		[2]	[0]				
4	11	1	Level4_11(普通)	39	1	2	1	1	main3-4/masterstroke_4_1101	20	801	300	1	5	1				1	[[15-2-1-1-20],[7-1-4-1-1],[7-3-1-2-1],[3-1-1-2-1],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[7-1-3-1-1-1976-0-0],[7-1-1-1-1-1976-0-0],[7-1-2-1-1-1976-0-0],[7-1-5-1-1-1976-0-0],[7-1-6-1-1-1976-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1029	6	300	[1256,28],[1241,3],[1002,10],[1003,13],[1011,2],[952,3],[958,4],[1021,1],[1257,2]	4950				5	0		[3]	[4]				
4	12	1	Level4_12(普通)	40	3	2	1	2	main3-4/masterstroke_4_1201	17	802	300	1	5	1				1	[[9-12-1-1-1],[7-1-4-1-1],[7-1-4-2-1],[15-1-1-1-2000],[16-1-7-1-1],[17-1-25-1-1]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[7-1-3-1-1-1976-0-0],[7-1-1-1-1-1976-0-0],[7-1-2-1-1-1976-0-0],[7-1-5-1-1-1976-0-0],[7-1-6-1-1-1976-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1030	6	300	[955,1],[960,4]	6060	Npc/icon_n_npc2.png	Npc/image_boss_03.png		5	0		[1]	[2]				
4	1	2	Level4_1(精英)	29	1	1	1			16	901	300	2	10	1				1	[[15-2-1-1-40],[7-1-4-2-5],[15-1-1-1-4000]]	[15-1-1-1-2000-10000]	[9-16-1-1-1-2400-0-0],[7-2-3-3-1-456-0-0],[3-2-3-2-1-1-0-0],[3-3-3-2-1-1-0-0],[3-4-3-2-1-1-0-0],[3-1-3-2-1-1-0-0],[7-2-3-2-1-912-0-0],[3-2-2-2-1-5-0-0],[3-3-2-2-1-5-0-0],[3-4-2-2-1-5-0-0],[3-1-2-2-1-5-0-0],[7-1-3-2-2-3040-0-0],[7-2-3-1-3-2736-0-0],[3-2-1-2-1-107-0-0],[3-3-1-2-1-107-0-0],[3-4-1-2-1-107-0-0],[3-1-1-2-1-107-0-0]	[9-16-1-1],[6-6-3-3],[7-2-3-3],[6-6-3-2],[7-2-3-2],[7-1-3-2],[6-6-3-1],[7-2-3-1]	2019	12	600	[1002,34],[953,15],[1009,0],[1003,17],[984,2],[1006,3]	6000				5	0		[1]	[2]				
4	2	2	Level4_2(精英)	30	1	1	1			16	901	300	2	10	1				1	[[15-2-1-1-40],[7-1-4-2-5],[15-1-1-1-4000]]	[15-1-1-1-2000-10000]	[9-16-1-1-1-2400-0-0],[7-2-1-3-1-456-0-0],[3-2-3-1-1-1-0-0],[3-3-3-1-1-1-0-0],[3-4-3-1-1-1-0-0],[3-1-3-1-1-1-0-0],[7-2-1-2-1-912-0-0],[3-2-2-1-1-5-0-0],[3-3-2-1-1-5-0-0],[3-4-2-1-1-5-0-0],[3-1-2-1-1-5-0-0],[7-1-1-2-2-3040-0-0],[7-2-1-1-3-2736-0-0],[3-2-1-1-1-107-0-0],[3-3-1-1-1-107-0-0],[3-4-1-1-1-107-0-0],[3-1-1-1-1-107-0-0]	[9-16-1-1],[6-6-2-3],[7-2-1-3],[6-6-2-2],[7-2-1-2],[7-1-1-2],[6-6-2-1],[7-2-1-1]	2020	12	600	[50,1],[1002,28],[1003,20],[1006,10],[987,1],[1009,2]	6000				5	0		[1]	[2]				
4	3	2	Level4_3(精英)	31	1	1	1			16	901	300	2	10	1				1	[[7-7-1-4-1],[7-1-4-2-5],[15-1-1-1-4000]]	[15-1-1-1-2000-10000]	[9-16-1-1-1-2400-0-0],[7-2-2-3-1-456-0-0],[3-2-3-3-1-1-0-0],[3-3-3-3-1-1-0-0],[3-4-3-3-1-1-0-0],[3-1-3-3-1-1-0-0],[7-2-2-2-1-912-0-0],[3-2-2-3-1-5-0-0],[3-3-2-3-1-5-0-0],[3-4-2-3-1-5-0-0],[3-1-2-3-1-5-0-0],[7-1-2-2-2-3040-0-0],[7-2-2-1-3-2736-0-0],[3-2-1-3-1-107-0-0],[3-3-1-3-1-107-0-0],[3-4-1-3-1-107-0-0],[3-1-1-3-1-107-0-0]	[9-16-1-1],[6-6-4-3],[7-2-2-3],[6-6-4-2],[7-2-2-2],[7-1-2-2],[6-6-4-1],[7-2-2-1]	2021	12	600	[1002,20],[1021,2],[953,13],[1003,13],[1009,1],[996,2],[1006,3]	6000				5	0		[1]	[2]				
4	4	2	Level4_4(精英)	32	1	1	1			17	901	300	2	10	1				1	[[15-2-1-1-40],[7-1-4-2-5],[15-1-1-1-4000]]	[15-1-1-1-2000-10000]	[9-16-1-1-1-2400-0-0],[7-2-6-3-1-456-0-0],[3-2-3-5-1-1-0-0],[3-3-3-5-1-1-0-0],[3-4-3-5-1-1-0-0],[3-1-3-5-1-1-0-0],[7-2-6-2-1-912-0-0],[3-2-2-5-1-5-0-0],[3-3-2-5-1-5-0-0],[3-4-2-5-1-5-0-0],[3-1-2-5-1-5-0-0],[7-1-6-2-2-3040-0-0],[7-2-6-1-3-2736-0-0],[3-2-1-5-1-107-0-0],[3-3-1-5-1-107-0-0],[3-4-1-5-1-107-0-0],[3-1-1-5-1-107-0-0]	[9-16-1-1],[6-6-6-3],[7-2-6-3],[6-6-6-2],[7-2-6-2],[7-1-6-2],[6-6-6-1],[7-2-6-1]	2022	12	600	[1003,14],[953,6],[1002,5],[1201,1],[1006,3],[987,1],[996,1],[984,1],[1011,2],[1021,3],[1151,1],[954,1],[1009,1],[1007,2]	6100				5	0		[1]	[2]				
4	5	2	Level4_5(精英)	33	1	1	1			17	901	300	2	10	1				1	[[15-2-1-1-40],[7-1-4-2-5],[15-1-1-1-4000]]	[15-1-1-1-2000-10000]	[9-16-1-1-1-2400-0-0],[7-2-5-3-1-456-0-0],[3-2-3-4-1-1-0-0],[3-3-3-4-1-1-0-0],[3-4-3-4-1-1-0-0],[3-1-3-4-1-1-0-0],[7-2-5-2-1-912-0-0],[3-2-2-4-1-5-0-0],[3-3-2-4-1-5-0-0],[3-4-2-4-1-5-0-0],[3-1-2-4-1-5-0-0],[7-1-5-2-2-3040-0-0],[7-2-5-1-3-2736-0-0],[3-2-1-4-1-107-0-0],[3-3-1-4-1-107-0-0],[3-4-1-4-1-107-0-0],[3-1-1-4-1-107-0-0]	[9-16-1-1],[6-6-5-3],[7-2-5-3],[6-6-5-2],[7-2-5-2],[7-1-5-2],[6-6-5-1],[7-2-5-1]	2023	12	600	[365,3],[1003,5],[1002,9],[1201,1],[1009,2],[961,2],[987,2],[1011,2],[953,2],[954,2],[1006,2],[1021,1]	6100				5	0		[1]	[2]				
4	6	2	Level4_6(精英)	34	1	1	1			18	901	300	2	10	1				1	[[9-12-1-1-1],[7-1-4-2-5],[15-1-1-1-4000]]	[15-1-1-1-2000-10000]	[9-16-1-1-1-2400-0-0],[7-2-3-3-1-456-0-0],[3-2-3-2-1-1-0-0],[3-3-3-2-1-1-0-0],[3-4-3-2-1-1-0-0],[3-1-3-2-1-1-0-0],[7-2-3-2-1-912-0-0],[3-2-2-2-1-5-0-0],[3-3-2-2-1-5-0-0],[3-4-2-2-1-5-0-0],[3-1-2-2-1-5-0-0],[7-1-3-2-2-3040-0-0],[7-2-3-1-3-2736-0-0],[3-2-1-2-1-107-0-0],[3-3-1-2-1-107-0-0],[3-4-1-2-1-107-0-0],[3-1-1-2-1-107-0-0]	[9-16-1-1],[6-6-3-3],[7-2-3-3],[6-6-3-2],[7-2-3-2],[7-1-3-2],[6-6-3-1],[7-2-3-1]	2024	12	600	[953,9],[1003,13],[1011,6],[1126,1],[1122,1],[962,2],[952,11],[967,2],[958,2]	6200				5	0		[0]	[1]				
4	7	2	Level4_7(精英)	35	1	2	1			18	901	300	2	10	1				1	[[15-2-1-1-40],[7-1-4-2-5],[15-1-1-1-4000]]	[15-1-1-1-2000-10000]	[9-16-1-1-1-2400-0-0],[7-2-1-3-1-456-0-0],[3-2-3-1-1-1-0-0],[3-3-3-1-1-1-0-0],[3-4-3-1-1-1-0-0],[3-1-3-1-1-1-0-0],[7-2-1-2-1-912-0-0],[3-2-2-1-1-5-0-0],[3-3-2-1-1-5-0-0],[3-4-2-1-1-5-0-0],[3-1-2-1-1-5-0-0],[7-1-1-2-2-3040-0-0],[7-2-1-1-3-2736-0-0],[3-2-1-1-1-107-0-0],[3-3-1-1-1-107-0-0],[3-4-1-1-1-107-0-0],[3-1-1-1-1-107-0-0]	[9-16-1-1],[6-6-2-3],[7-2-1-3],[6-6-2-2],[7-2-1-2],[7-1-1-2],[6-6-2-1],[7-2-1-1]	2025	12	600	[958,15],[1003,5],[1011,1],[952,21],[964,3],[953,11],[962,5],[1006,3]	6200				5	0		[0]	[1]				
4	8	2	Level4_8(精英)	36	1	2	1			18	901	300	2	10	1				1	[[15-2-1-1-40],[7-1-4-2-5],[15-1-1-1-4000]]	[15-1-1-1-2000-10000]	[9-16-1-1-1-2400-0-0],[7-2-2-3-1-456-0-0],[3-2-3-3-1-1-0-0],[3-3-3-3-1-1-0-0],[3-4-3-3-1-1-0-0],[3-1-3-3-1-1-0-0],[7-2-2-2-1-912-0-0],[3-2-2-3-1-5-0-0],[3-3-2-3-1-5-0-0],[3-4-2-3-1-5-0-0],[3-1-2-3-1-5-0-0],[7-1-2-2-2-3040-0-0],[7-2-2-1-3-2736-0-0],[3-2-1-3-1-107-0-0],[3-3-1-3-1-107-0-0],[3-4-1-3-1-107-0-0],[3-1-1-3-1-107-0-0]	[9-16-1-1],[6-6-4-3],[7-2-2-3],[6-6-4-2],[7-2-2-2],[7-1-2-2],[6-6-4-1],[7-2-2-1]	2026	12	600	[953,5],[958,15],[1003,9],[964,1],[952,17],[967,1],[962,5],[1121,4],[1007,1]	6200				5	0		[0]	[1]				
4	9	2	Level4_9(精英)	37	1	2	1			18	901	300	2	10	1				1	[[7-7-1-4-1],[7-1-4-2-5],[15-1-1-1-4000]]	[15-1-1-1-2000-10000]	[9-16-1-1-1-2400-0-0],[7-2-6-3-1-456-0-0],[3-2-3-5-1-1-0-0],[3-3-3-5-1-1-0-0],[3-4-3-5-1-1-0-0],[3-1-3-5-1-1-0-0],[7-2-6-2-1-912-0-0],[3-2-2-5-1-5-0-0],[3-3-2-5-1-5-0-0],[3-4-2-5-1-5-0-0],[3-1-2-5-1-5-0-0],[7-1-6-2-2-3040-0-0],[7-2-6-1-3-2736-0-0],[3-2-1-5-1-107-0-0],[3-3-1-5-1-107-0-0],[3-4-1-5-1-107-0-0],[3-1-1-5-1-107-0-0]	[9-16-1-1],[6-6-6-3],[7-2-6-3],[6-6-6-2],[7-2-6-2],[7-1-6-2],[6-6-6-1],[7-2-6-1]	2027	12	600	[1003,5],[1151,23],[961,4],[970,3],[951,1],[953,10],[1011,1],[954,5],[950,1]	6200				5	0		[2]	[0]				
4	10	2	Level4_10(精英)	38	1	2	1			19	901	300	2	10	1				1	[[15-2-1-1-40],[7-1-4-2-5],[15-1-1-1-4000]]	[15-1-1-1-2000-10000]	[9-16-1-1-1-2400-0-0],[7-2-5-3-1-456-0-0],[3-2-3-4-1-1-0-0],[3-3-3-4-1-1-0-0],[3-4-3-4-1-1-0-0],[3-1-3-4-1-1-0-0],[7-2-5-2-1-912-0-0],[3-2-2-4-1-5-0-0],[3-3-2-4-1-5-0-0],[3-4-2-4-1-5-0-0],[3-1-2-4-1-5-0-0],[7-1-5-2-2-3040-0-0],[7-2-5-1-3-2736-0-0],[3-2-1-4-1-107-0-0],[3-3-1-4-1-107-0-0],[3-4-1-4-1-107-0-0],[3-1-1-4-1-107-0-0]	[9-16-1-1],[6-6-5-3],[7-2-5-3],[6-6-5-2],[7-2-5-2],[7-1-5-2],[6-6-5-1],[7-2-5-1]	2028	12	600	[1151,25],[953,9],[978,1],[962,2],[1002,4],[952,2],[961,4],[981,1],[1003,5],[954,9]	6300				5	0		[2]	[0]				
4	11	2	Level4_11(精英)	39	1	2	1			20	901	300	2	10	1				1	[[15-2-1-1-40],[7-1-4-2-5],[15-1-1-1-4000]]	[15-1-1-1-2000-10000]	[9-16-1-1-1-2400-0-0],[7-2-3-3-1-456-0-0],[3-2-3-2-1-1-0-0],[3-3-3-2-1-1-0-0],[3-4-3-2-1-1-0-0],[3-1-3-2-1-1-0-0],[7-2-3-2-1-912-0-0],[3-2-2-2-1-5-0-0],[3-3-2-2-1-5-0-0],[3-4-2-2-1-5-0-0],[3-1-2-2-1-5-0-0],[7-1-3-2-2-3040-0-0],[7-2-3-1-3-2736-0-0],[3-2-1-2-1-107-0-0],[3-3-1-2-1-107-0-0],[3-4-1-2-1-107-0-0],[3-1-1-2-1-107-0-0]	[9-16-1-1],[6-6-3-3],[7-2-3-3],[6-6-3-2],[7-2-3-2],[7-1-3-2],[6-6-3-1],[7-2-3-1]	2029	12	600	[1256,28],[1241,3],[1002,10],[1003,13],[1011,2],[952,3],[958,4],[1021,1],[1257,2]	6500				5	0		[3]	[4]				
4	12	2	Level4_12(精英)	40	3	2	1			17	902	300	2	10	1				1	[[9-12-1-1-1],[7-1-4-2-5],[15-1-1-1-4000]]	[15-1-1-1-2000-10000]	[9-16-1-1-1-2400-0-0],[7-2-1-3-1-456-0-0],[3-2-3-1-1-1-0-0],[3-3-3-1-1-1-0-0],[3-4-3-1-1-1-0-0],[3-1-3-1-1-1-0-0],[7-2-1-2-1-912-0-0],[3-2-2-1-1-5-0-0],[3-3-2-1-1-5-0-0],[3-4-2-1-1-5-0-0],[3-1-2-1-1-5-0-0],[7-1-1-2-2-3040-0-0],[7-2-1-1-3-2736-0-0],[3-2-1-1-1-107-0-0],[3-3-1-1-1-107-0-0],[3-4-1-1-1-107-0-0],[3-1-1-1-1-107-0-0]	[9-16-1-1],[6-6-2-3],[7-2-1-3],[6-6-2-2],[7-2-1-2],[7-1-1-2],[6-6-2-1],[7-2-1-1]	2030	12	600	[955,1],[960,4]	7200	Npc/icon_n_npc2.png	Npc/image_boss_03.png		5	0		[1]	[2]				
4	1	3	Level4_1(挑战)	29	1	1	1			16	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[1002,34],[953,15],[1009,0],[1003,17],[984,2],[1006,3]	18000				5	0		[1]	[2]	[MonsterBuff:{15010}]	[TeamBuff:{15002L3}]	[TeamBuff:{615L2}]	
4	2	3	Level4_2(挑战)	30	1	1	1			16	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[50,1],[1002,28],[1003,20],[1006,10],[987,1],[1009,2]	18000				5	0		[1]	[2]	[MonsterBuff:{15010}]	[TeamBuff:{15002L3}]	[TeamBuff:{615L2}]	
4	3	3	Level4_3(挑战)	31	1	1	1			17	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[1002,20],[1021,2],[953,13],[1003,13],[1009,1],[996,2],[1006,3]	18000				5	0		[1]	[2]	[MonsterBuff:{15010}]	[TeamBuff:{15002L3}]	[TeamBuff:{615L2}]	
4	4	3	Level4_4(挑战)	32	1	1	1			18	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[1003,14],[953,6],[1002,5],[1201,1],[1006,3],[987,1],[996,1],[984,1],[1011,2],[1021,3],[1151,1],[954,1],[1009,1],[1007,2]	18000				5	0		[1]	[2]	[TeamBuff:{613L3}]	[MonsterBuff:{15011L3}]	[MonsterBuff:{15013L2}]	
4	5	3	Level4_5(挑战)	33	1	1	1			19	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[365,3],[1003,5],[1002,9],[1201,1],[1009,2],[961,2],[987,2],[1011,2],[953,2],[954,2],[1006,2],[1021,1]	18000				5	0		[1]	[2]	[TeamBuff:{613L3}]	[MonsterBuff:{15011L3}]	[MonsterBuff:{15013L2}]	
4	6	3	Level4_6(挑战)	34	1	1	1			20	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[953,9],[1003,13],[1011,6],[1126,1],[1122,1],[962,2],[952,11],[967,2],[958,2]	18000				5	0		[0]	[1]	[TeamBuff:{613L3}]	[MonsterBuff:{15011L3}]	[MonsterBuff:{15013L2}]	
4	7	3	Level4_7(挑战)	35	1	2	1			20	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[958,15],[1003,5],[1011,1],[952,21],[964,3],[953,11],[962,5],[1006,3]	18000				5	0		[0]	[1]	[TeamBuff:{612L3}]	[MonsterBuff:{15013L3}]	[TeamBuff:{15007L1}]	
